Name,Value, Ball Control, Dribbling, Marking, Slide Tackle, Stand Tackle, Aggression, Reactions, Att. Position, Interceptions, Vision, Composure, Crossing, Short Pass, Long Pass, Acceleration, Stamina, Strength, Balance, Sprint Speed, Agility, Jumping, Heading, Shot Power, Finishing, Long Shots, Curve, FK Acc., Penalties, Volleys, GK Positioning, GK Diving, GK Handling, GK Kicking, GK Reflexes,Tag
903,25000000,20,13,16,16,14,35,74,19,23,42,27,10,20,11,44,37,73,52,44,49,55,13,12,13,15,13,11,18,10,81,76,80,76,75,2
904,2500000,12,19,14,14,16,34,76,17,16,51,51,14,36,23,35,34,43,59,35,32,77,13,14,13,19,19,19,20,18,80,78,75,69,79,2
905,25000000,77,75,25,24,55,57,75,78,59,72,77,68,75,67,75,82,73,79,80,82,77,76,77,78,75,76,73,84,74,13,8,10,11,6,1
906,1000000,79,73,15,15,21,63,75,81,20,65,75,54,72,48,64,66,85,55,68,60,69,78,79,79,71,72,56,73,75,9,14,14,10,9,1
907,1000000,80,69,69,73,77,75,80,73,80,71,87,70,82,75,55,66,73,73,55,63,70,70,78,68,72,67,59,75,75,7,9,7,13,15,3
908,25000000,77,78,18,25,33,72,72,81,40,72,76,57,71,45,76,75,78,82,72,76,77,76,80,78,73,68,38,81,72,8,16,16,13,6,1
909,4000000,70,67,26,41,50,79,82,83,44,73,78,68,75,59,60,86,82,45,65,47,79,86,79,79,71,66,49,79,81,11,6,7,5,12,1
910,25000000,25,15,14,15,14,40,74,12,20,40,63,15,23,19,50,27,64,53,52,56,76,14,30,15,14,12,13,41,13,74,83,73,62,82,2
911,25000000,85,86,24,23,27,62,75,69,23,82,70,82,81,79,75,34,58,75,69,73,52,55,72,70,79,85,77,72,69,13,15,10,8,16,4
912,25000000,23,11,13,13,11,34,69,16,19,31,56,19,32,34,40,31,70,45,46,35,59,16,21,13,18,10,14,13,19,81,73,80,77,76,2
913,2000000,84,77,53,58,61,61,67,65,65,84,79,81,85,84,53,53,67,60,55,75,68,66,81,64,80,80,75,73,75,6,15,15,7,13,4
914,4000000,73,65,74,79,77,89,72,58,79,66,75,59,74,78,69,78,81,86,68,72,80,61,71,39,56,59,50,58,53,2,2,4,2,4,3
915,25000000,60,52,81,76,80,81,70,20,81,25,75,20,56,56,34,55,91,34,55,31,70,76,47,14,32,24,27,46,28,12,10,9,5,12,3
916,2000000,30,12,15,12,11,30,75,7,22,38,56,12,33,48,49,44,76,55,54,39,70,22,23,11,14,23,11,16,13,78,79,75,69,80,2
917,3000000,56,44,80,78,80,88,70,51,78,47,69,32,56,53,30,55,96,32,30,34,31,87,70,48,27,23,21,39,57,9,14,11,7,8,3
918,500000,59,42,81,78,84,64,61,31,79,54,62,53,57,68,33,68,91,33,55,31,54,85,66,25,45,33,50,50,29,7,11,10,12,12,3
919,500000,90,86,12,10,15,29,80,77,15,87,85,87,87,81,42,34,60,74,34,45,34,43,71,72,77,80,79,79,81,13,4,10,6,8,4
920,1000000,80,74,52,57,62,72,80,80,60,77,88,79,82,82,55,55,73,55,34,52,67,65,85,77,82,84,79,84,79,10,12,14,15,8,4
921,400000,55,50,83,78,82,75,70,31,83,26,77,32,60,60,65,64,78,66,69,55,78,78,69,29,40,46,28,41,27,9,16,7,15,15,3
922,500000,22,12,14,13,10,35,74,12,14,35,44,10,25,24,34,23,62,43,42,49,76,11,22,10,12,16,13,21,10,83,78,77,57,78,2
923,25000000,74,71,73,80,77,86,74,72,75,59,78,76,70,67,78,87,80,71,85,75,73,69,89,60,88,67,69,64,63,15,12,15,15,15,1
924,1000000,19,12,11,18,17,38,78,8,13,32,58,14,31,20,20,28,76,36,26,28,69,17,25,11,11,14,10,17,11,81,76,81,53,77,2
925,25000000,77,73,42,41,41,41,81,80,40,55,61,61,69,59,69,70,68,69,66,70,72,72,76,81,68,70,56,73,74,12,15,12,7,10,1
926,6500000,83,83,45,54,58,65,75,75,53,73,74,80,79,77,64,69,76,56,67,74,74,64,76,68,75,78,76,63,73,14,5,11,11,10,1
927,7500000,80,74,53,57,63,60,74,66,64,80,55,62,87,84,65,62,57,76,69,76,65,48,73,54,70,78,77,69,42,11,7,13,8,7,4
928,25000000,48,49,80,80,77,76,78,44,81,46,72,42,71,64,69,72,70,61,68,69,79,82,42,33,37,52,43,47,40,15,10,15,13,8,3
929,25000000,70,74,77,78,74,75,74,65,72,52,74,76,73,72,85,88,62,76,84,78,82,62,52,35,50,31,41,56,43,15,14,7,14,16,3
930,25000000,81,84,21,22,20,32,74,67,21,67,42,72,73,71,89,63,46,83,87,92,44,39,69,68,62,64,52,54,52,8,6,6,7,9,4
931,25000000,61,57,70,76,77,81,69,43,73,40,75,33,65,56,78,70,90,57,79,61,90,78,65,34,38,39,29,33,35,15,9,15,16,15,3
932,25000000,13,14,19,18,18,29,63,17,26,65,60,13,17,38,34,35,73,58,35,32,70,19,12,14,20,17,21,13,13,77,79,74,74,79,2
933,25000000,76,76,38,30,36,59,71,74,36,76,74,76,76,69,77,78,78,78,81,78,70,66,83,80,78,77,74,63,81,12,11,15,16,15,1
934,25000000,79,72,62,62,74,85,74,66,71,75,75,68,81,78,69,74,67,88,63,78,64,53,79,60,80,71,55,54,56,15,7,11,11,15,4
935,25000000,59,46,78,77,80,70,73,26,71,63,67,51,75,69,55,69,83,50,68,54,67,79,49,23,28,48,32,41,26,9,14,15,7,15,3
936,6500000,83,86,25,18,23,55,74,73,20,78,62,66,78,57,84,68,57,92,74,90,52,44,71,69,68,79,59,58,58,15,15,11,9,15,1
937,25000000,66,56,79,78,82,76,70,36,78,46,67,46,68,70,68,69,76,72,69,58,73,73,82,56,72,46,25,51,70,14,7,11,10,13,3
938,25000000,75,80,29,28,31,54,76,76,29,74,68,71,76,67,86,68,50,86,87,84,73,49,55,65,64,71,55,50,60,10,10,11,16,12,4
939,10000000,74,66,20,17,21,60,76,80,24,52,66,33,64,36,68,69,85,59,68,66,82,82,80,83,56,49,28,64,80,14,15,6,12,9,1
940,25000000,65,56,78,71,79,82,68,44,81,47,58,57,66,68,53,67,79,34,63,48,71,73,67,40,56,36,38,48,39,10,13,14,12,8,3
941,25000000,79,72,17,19,16,41,75,77,30,70,65,40,64,35,75,71,91,51,78,69,80,75,77,79,62,52,46,86,70,7,6,7,14,6,1
942,25000000,74,76,18,24,19,76,80,76,29,64,72,45,63,44,74,68,83,61,75,64,92,79,79,75,64,66,54,75,75,10,8,11,16,14,1
943,25000000,80,77,56,65,72,85,75,67,65,78,73,75,78,76,74,85,74,80,68,73,78,49,80,43,75,70,68,53,68,12,12,8,16,12,1
944,25000000,69,65,75,84,82,72,70,49,77,49,60,67,72,65,82,76,76,63,78,73,85,74,67,27,52,63,44,42,40,11,8,14,12,12,3
945,5000000,77,81,54,55,55,72,74,69,52,70,70,72,77,70,89,78,48,89,79,92,74,45,72,65,64,76,69,61,65,14,15,11,6,16,1
946,25000000,77,79,31,35,36,55,80,73,39,57,59,73,69,67,93,78,57,91,93,92,63,33,77,72,74,76,76,56,64,10,10,9,8,10,1
947,25000000,58,35,78,77,80,87,72,33,75,41,62,38,63,59,63,62,83,63,68,52,65,76,59,24,45,32,28,39,42,15,11,11,15,12,3
948,200000,75,63,68,74,81,77,72,59,76,68,67,53,78,74,58,82,83,57,63,49,59,69,77,65,64,48,46,50,56,11,9,12,7,15,3
949,25000000,19,16,16,12,15,33,74,13,26,35,35,13,37,37,50,42,68,42,47,59,64,15,14,15,12,11,11,16,11,79,74,75,74,78,2
950,25000000,13,22,12,13,12,41,70,13,21,54,41,13,32,38,36,29,60,35,37,49,53,13,38,18,16,19,17,23,19,77,80,73,66,78,2
951,25000000,76,74,24,22,26,63,74,80,59,69,69,62,72,67,77,71,70,68,78,76,80,75,75,80,73,66,76,74,73,15,10,13,9,14,1
952,7500000,82,81,68,73,69,80,78,66,73,70,71,75,78,64,89,76,68,77,93,78,82,58,84,67,59,69,46,51,48,12,8,7,8,12,1
953,25000000,74,76,69,76,78,73,78,74,70,71,73,79,74,71,69,90,86,49,81,64,72,71,75,71,73,69,56,65,66,6,8,13,15,9,1
954,25000000,77,76,72,78,78,84,70,72,76,72,74,68,77,75,75,89,73,76,75,75,67,56,78,57,78,64,64,68,74,14,15,10,5,11,1
955,25000000,78,73,55,68,69,68,75,75,65,73,69,70,79,77,67,86,76,56,76,74,76,68,75,72,75,66,62,64,72,13,7,11,13,14,1
956,25000000,81,83,41,40,54,84,74,72,52,78,76,73,79,76,68,75,64,80,71,76,52,57,82,71,78,78,73,75,67,16,15,10,15,10,1
957,12000000,69,63,75,76,78,83,71,49,71,47,46,73,67,55,69,75,79,61,75,66,78,80,69,40,59,49,58,52,25,10,9,9,13,7,3
958,25000000,33,19,20,14,13,24,73,18,13,45,46,16,32,30,37,30,67,34,35,36,64,14,38,16,18,17,17,22,19,75,81,71,72,78,2
959,5000000,75,56,76,75,80,69,74,52,80,56,61,45,80,77,54,69,78,54,45,53,69,73,45,35,47,49,46,41,37,11,15,16,11,7,3
960,25000000,60,59,78,76,80,85,71,22,76,52,67,61,70,68,59,70,87,32,68,57,74,68,74,41,57,36,41,45,31,15,15,16,10,6,3
961,5500000,61,41,79,74,80,74,74,45,78,50,71,42,72,73,48,63,84,34,52,40,52,83,64,33,40,40,34,41,33,15,15,10,11,10,3
962,25000000,75,70,72,79,77,85,74,68,72,68,65,71,76,66,79,85,72,87,84,77,67,58,72,58,53,56,47,58,31,14,7,7,14,8,1
963,3500000,76,59,64,70,82,74,80,68,80,69,83,48,77,80,69,78,71,67,68,69,69,51,81,54,71,59,50,41,59,16,12,13,16,8,3
964,25000000,81,85,18,26,30,74,69,75,21,71,69,67,68,54,93,62,40,91,92,92,68,40,76,65,76,71,73,62,61,6,12,8,12,9,1
965,25000000,77,79,25,39,22,70,82,78,42,75,64,72,75,69,87,72,57,74,82,79,65,67,77,76,74,73,73,67,73,11,8,10,14,9,1
966,25000000,73,70,24,32,27,49,75,82,29,53,74,47,65,49,86,75,59,85,91,82,74,66,79,81,67,50,72,71,75,7,14,11,7,14,1
967,25000000,81,79,24,18,25,29,66,75,28,74,60,76,83,75,68,59,61,54,64,67,48,45,68,73,75,73,69,56,58,12,6,8,6,11,4
968,25000000,55,51,76,74,79,82,68,36,77,42,62,69,67,58,65,75,91,52,69,57,82,73,77,21,70,60,69,38,45,11,8,10,8,11,3
969,6000000,54,47,77,74,82,65,76,33,83,47,74,43,69,66,61,65,82,47,67,53,63,81,65,34,30,33,40,52,37,13,7,16,8,14,3
970,4000000,73,68,29,30,40,84,77,78,29,56,76,45,65,33,53,63,90,54,63,46,77,82,87,78,75,65,68,75,76,6,12,13,8,7,1
971,25000000,69,69,77,75,77,71,73,59,78,69,65,67,78,77,73,82,74,51,69,67,76,78,73,61,62,48,63,64,51,10,15,8,7,13,1
972,25000000,80,77,33,24,36,59,72,74,31,69,68,68,71,63,76,84,78,64,78,66,69,71,80,75,77,69,64,67,73,9,6,8,14,7,1
973,25000000,74,76,19,22,21,74,74,76,26,61,72,67,69,64,82,76,88,70,86,72,73,70,84,71,73,46,53,66,73,12,11,11,13,14,1
974,25000000,84,83,24,20,30,50,71,68,23,74,61,74,75,63,92,77,47,91,78,91,40,25,64,60,65,68,67,65,64,13,10,5,7,15,4
975,25000000,78,82,60,57,62,77,74,73,63,73,74,75,76,73,79,72,70,90,80,85,63,51,80,74,78,76,77,72,73,12,9,10,9,14,1
976,3400000,78,80,27,23,23,51,76,78,39,68,71,76,72,66,83,69,67,80,86,78,62,60,81,69,77,72,56,69,58,6,9,14,13,13,1
977,25000000,77,78,33,27,24,60,74,79,39,68,70,62,69,61,89,81,73,82,84,79,81,71,74,77,67,57,36,68,66,16,10,13,12,6,1
978,25000000,72,75,28,34,32,64,80,85,20,72,83,37,71,67,67,73,75,69,69,67,66,60,76,82,77,56,51,85,79,15,6,15,16,11,1
979,3000000,77,71,71,85,75,84,80,61,75,68,82,74,76,61,69,78,69,71,75,68,73,62,57,55,43,67,52,56,49,12,10,8,7,16,3
980,4000000,78,68,20,12,36,58,82,85,39,62,50,65,69,56,58,65,76,60,65,68,72,80,73,78,65,55,47,57,79,14,8,8,8,6,4
981,25000000,77,77,20,24,20,68,69,75,23,59,70,67,68,52,78,82,82,69,76,73,70,70,83,76,77,37,75,75,72,8,10,14,10,11,1
982,3250000,62,42,77,82,80,79,70,33,77,52,66,44,66,54,51,67,91,34,53,45,34,78,72,34,57,49,63,46,40,11,15,13,6,11,3
983,25000000,63,45,76,76,75,82,72,30,77,56,61,67,67,61,55,71,78,60,54,58,90,80,59,30,44,47,31,37,44,14,10,14,7,10,3
984,25000000,66,47,75,78,77,81,77,58,79,22,34,43,60,54,53,64,78,48,54,32,82,83,54,53,51,46,25,35,32,10,7,9,13,15,3
985,6500000,76,65,59,75,77,84,77,67,75,73,71,83,79,76,59,92,85,57,65,62,67,75,86,58,83,80,79,74,69,14,8,11,8,12,1
986,25000000,61,42,73,83,78,92,63,38,72,50,51,22,68,73,70,68,86,47,72,48,74,74,77,32,66,27,60,27,23,6,12,13,9,10,3
987,25000000,76,78,23,25,22,75,77,74,35,68,70,70,75,60,77,74,74,72,77,81,72,77,76,74,74,77,71,74,74,16,6,8,7,8,1
988,2250000,71,66,77,76,78,79,73,27,77,67,67,54,77,78,76,80,78,64,78,68,77,69,56,32,33,42,40,42,38,7,13,13,15,15,3
989,25000000,75,67,75,80,76,75,69,61,81,56,59,79,71,72,72,80,69,78,79,75,73,63,81,42,63,72,69,66,47,13,9,15,7,14,1
990,3000000,76,73,77,74,74,76,76,53,75,64,74,81,77,74,77,77,66,75,77,68,74,60,72,42,54,70,45,44,44,8,11,10,8,12,3
991,25000000,78,78,73,76,76,70,82,70,70,65,72,78,74,70,76,90,78,58,82,69,68,70,76,60,74,63,71,64,50,9,9,7,13,12,1
992,25000000,65,47,77,75,79,78,68,41,73,53,74,31,74,75,46,64,86,34,48,31,78,80,65,55,53,38,39,60,47,12,7,13,14,8,3
993,4500000,22,15,14,17,19,40,69,12,27,38,65,19,38,36,48,31,78,22,42,33,34,16,14,11,15,15,12,21,13,79,74,77,68,78,2
994,4000000,78,75,74,75,78,69,74,69,70,65,69,85,78,69,76,78,71,78,77,69,74,58,76,43,55,82,82,61,54,13,15,6,15,16,1
995,3000000,74,74,29,19,45,81,74,79,29,58,69,31,62,37,66,62,90,56,76,59,64,77,85,78,65,40,58,73,73,7,13,6,15,15,1
996,10000000,77,76,33,33,44,80,84,83,45,65,70,66,71,59,79,82,66,75,73,85,90,75,77,75,68,53,50,74,75,6,10,6,14,6,1
997,7000000,72,70,75,78,80,81,74,65,78,67,71,78,75,72,67,77,77,67,68,67,77,73,68,41,63,66,42,43,45,12,14,6,7,8,3
998,25000000,80,78,67,69,72,79,70,73,70,82,72,81,81,80,70,68,69,84,66,68,58,54,88,73,86,84,83,68,82,13,16,16,7,8,1
999,25000000,72,58,60,64,81,87,75,58,83,75,71,52,78,68,60,86,75,68,58,63,72,56,79,43,71,55,57,50,26,9,11,8,13,15,3
1000,6000000,62,56,80,81,77,84,74,48,76,57,65,71,67,62,60,50,76,51,65,55,70,78,49,23,39,66,37,50,13,12,16,16,13,9,3
1001,25000000,73,76,34,38,45,83,75,78,47,70,77,69,71,63,77,79,82,61,77,76,74,72,79,77,75,67,41,73,75,15,14,9,6,12,1
1002,3500000,75,78,65,66,71,60,74,75,72,66,63,76,74,67,86,78,67,72,86,75,73,52,80,73,81,70,65,72,68,11,11,7,14,8,1
1003,11000000,75,74,55,59,65,82,72,70,58,80,75,73,83,84,64,77,76,67,67,62,65,69,85,67,81,66,73,71,56,8,14,11,15,16,1
1004,775000,79,78,45,32,45,60,79,76,32,79,75,70,76,72,79,69,54,86,69,88,59,54,70,67,66,75,74,69,62,8,12,9,6,16,1
1005,5500000,75,73,19,21,22,52,77,79,39,69,73,66,67,60,76,82,76,74,75,67,77,74,80,78,72,63,71,71,70,16,6,6,15,7,1
1006,4000000,79,67,64,71,72,79,78,56,75,82,69,81,82,85,68,78,69,60,68,69,68,65,71,46,71,70,74,52,59,10,13,6,10,10,3
1007,3000000,78,69,69,75,77,79,69,62,77,59,67,81,74,68,75,87,76,65,77,68,71,63,70,31,32,67,53,50,55,13,15,12,7,13,3
1008,25000000,79,73,66,66,72,72,74,68,76,78,73,70,78,80,66,78,70,80,64,74,60,72,80,64,78,74,78,74,65,14,12,16,7,7,1
1009,25000000,78,80,28,21,27,30,70,74,34,77,72,73,74,75,79,67,47,82,77,85,54,41,63,79,75,72,60,58,62,6,9,11,9,7,4
1010,25000000,76,74,77,78,77,76,76,72,74,70,68,79,76,74,75,80,67,78,75,76,68,68,75,58,72,78,81,67,58,10,6,8,7,15,1
1011,7000000,76,71,74,75,78,81,78,65,77,73,72,69,79,78,75,86,72,80,69,72,91,59,77,58,70,50,52,46,60,8,12,12,11,12,1
1012,2500000,75,73,80,83,81,70,76,54,69,49,71,76,75,64,77,78,66,75,74,74,64,40,56,29,37,67,39,52,35,9,12,12,15,10,3
1013,3500000,77,70,64,62,73,68,77,76,74,75,81,62,78,79,59,76,76,59,62,64,65,68,80,72,78,68,69,77,72,9,9,16,7,13,1
1014,3000000,66,54,78,74,79,73,75,37,81,68,77,56,78,76,65,69,83,34,74,46,56,84,48,33,41,62,23,43,36,7,11,13,12,9,3
1015,25000000,78,81,44,53,56,73,70,76,40,65,67,72,68,66,88,77,85,75,89,86,82,88,75,73,70,66,60,73,68,14,12,13,8,10,1
1016,3500000,76,75,77,82,73,69,73,69,70,75,72,81,77,74,79,79,72,73,74,76,76,68,83,63,78,74,75,73,71,11,15,13,14,6,1
1017,25000000,49,38,77,70,82,82,68,32,76,41,67,47,72,70,34,66,92,33,53,32,54,82,66,23,36,36,27,44,26,13,9,13,7,12,3
1018,7500000,76,74,74,75,77,84,79,68,73,70,66,73,70,68,74,92,75,66,75,72,71,70,76,55,64,64,56,62,67,11,15,10,7,7,1
1019,25000000,80,71,68,74,73,68,73,69,78,63,55,80,72,67,78,88,73,70,82,76,74,66,80,53,67,64,60,59,53,10,13,9,13,14,1
1020,25000000,80,76,20,40,54,71,79,75,54,73,72,75,78,73,75,71,73,68,69,67,71,54,82,68,81,76,68,67,68,13,7,16,11,13,1
1021,25000000,67,77,24,21,29,63,78,75,32,63,57,76,73,72,94,79,71,64,93,85,73,74,74,71,67,64,38,67,62,10,7,6,12,11,1
1022,4500000,79,77,49,51,58,63,74,66,59,82,77,78,82,82,60,58,71,68,55,76,65,71,84,66,82,79,84,73,72,11,14,11,10,6,1
1023,25000000,82,73,16,19,15,57,75,75,14,71,80,67,78,74,76,77,59,66,74,75,60,68,83,78,80,75,68,69,73,13,8,10,9,16,1
1024,25000000,74,70,77,73,77,85,75,60,78,69,74,59,76,74,65,78,84,43,69,62,75,80,64,48,72,42,50,52,37,11,15,9,12,10,3
1025,4500000,80,74,77,73,76,71,76,75,74,75,82,70,77,75,71,80,71,74,68,67,80,68,85,73,72,45,59,75,47,12,10,8,8,9,1
1026,2000000,76,73,22,24,27,52,81,77,41,70,78,69,69,62,76,74,67,69,71,74,51,69,81,78,80,75,78,80,79,12,16,15,10,6,1
1027,25000000,76,69,76,80,76,80,65,58,76,51,71,78,70,66,75,80,64,66,76,69,69,71,54,48,51,66,36,59,51,13,8,8,12,12,3
1028,25000000,80,80,43,44,42,67,76,77,35,70,65,68,70,66,85,75,67,59,79,82,74,73,76,74,74,75,72,67,70,8,7,16,14,8,1
1029,11000000,79,79,60,68,68,69,74,76,70,76,72,72,80,76,75,79,72,75,77,79,65,64,78,65,76,70,64,56,69,7,7,8,7,9,1
1030,6750000,79,79,57,45,59,70,72,74,58,78,74,77,77,77,75,76,73,72,75,77,62,58,85,66,83,88,90,74,77,9,8,15,10,11,1
1031,2000000,75,67,72,66,76,79,73,61,79,75,75,62,78,78,55,78,82,58,68,60,72,72,84,40,79,65,58,58,56,5,5,6,6,5,3
1032,2500000,22,13,13,14,18,25,77,8,14,29,32,14,33,33,41,29,41,39,40,34,66,8,24,12,11,12,15,22,13,75,81,74,52,79,2
1033,25000000,75,69,35,32,36,76,78,77,49,62,78,48,66,55,69,74,83,64,74,66,76,81,81,76,64,59,55,70,77,15,7,9,8,9,1
1034,7000000,78,73,47,55,60,66,80,80,60,76,82,64,77,78,67,86,74,62,65,67,82,84,82,78,80,66,69,74,82,16,10,11,14,10,1
1035,6000000,71,72,76,76,74,66,71,60,74,71,67,81,71,69,78,85,69,76,78,78,73,69,77,45,66,75,68,39,44,11,11,14,8,10,1
1036,25000000,81,77,76,74,75,70,72,73,71,75,75,65,82,77,77,76,70,69,72,74,90,66,76,65,79,80,80,70,70,15,11,8,14,6,1
1037,2800000,77,80,26,24,30,73,78,76,42,77,74,57,78,66,92,68,39,90,94,88,75,55,77,69,68,65,45,63,71,12,12,6,14,9,1
1038,12000000,77,77,60,66,74,63,82,67,74,72,84,68,84,75,67,79,56,91,63,79,78,44,63,58,60,58,50,52,38,6,10,13,12,8,4
1039,3000000,81,78,33,38,45,59,76,74,52,77,75,73,76,71,75,76,64,75,68,79,72,52,65,73,69,76,73,67,74,10,7,8,7,7,1
1040,5000000,79,77,66,80,76,73,78,69,73,63,74,78,75,68,78,85,64,79,78,85,72,60,73,51,63,75,54,48,54,16,11,12,11,8,1
1041,25000000,75,73,77,80,77,82,71,71,68,54,77,77,70,69,78,84,79,75,86,76,74,74,85,61,78,69,71,57,50,14,15,13,13,16,1
1042,25000000,18,14,17,10,19,29,74,12,12,47,23,17,36,32,47,40,52,35,34,69,67,22,25,12,12,23,10,23,22,75,81,69,77,80,2
1043,25000000,43,28,79,77,78,77,69,19,75,34,55,11,54,42,65,68,92,45,68,57,86,74,51,20,37,23,39,46,20,11,6,5,5,7,3
1044,100000,69,65,78,77,76,81,81,66,80,59,61,79,73,70,73,79,69,75,77,67,78,62,63,36,58,68,38,42,49,8,6,6,15,7,3
1045,9000000,79,70,74,70,73,69,77,66,74,76,69,67,80,73,73,82,69,72,66,66,81,61,82,66,76,51,65,64,45,12,11,12,16,14,1
1046,12000000,73,68,70,75,81,84,79,72,81,63,72,54,68,64,75,92,86,60,79,65,78,80,74,65,59,39,47,52,50,12,15,8,9,9,1
1047,3000000,70,67,77,77,81,77,71,62,78,73,80,60,73,66,68,77,75,53,69,76,77,73,65,54,59,60,60,63,56,10,7,16,6,14,3
1048,25000000,72,68,74,78,78,77,75,56,76,50,74,76,72,68,74,79,77,70,76,69,69,72,77,40,71,68,40,50,35,9,9,14,8,9,3
1049,5000000,63,48,72,76,82,82,74,32,80,47,71,44,64,62,33,55,89,33,32,29,44,84,63,43,26,46,37,33,35,11,8,9,12,14,3
1050,3500000,68,42,77,76,79,82,64,39,78,40,65,49,69,51,54,63,75,61,68,60,73,75,28,25,41,28,31,43,36,16,6,8,12,11,3
1051,3500000,62,28,78,70,78,72,69,28,82,37,33,50,73,65,55,61,81,50,62,56,68,79,60,19,24,39,34,52,18,14,13,7,11,10,3
1052,4000000,69,59,75,80,81,74,72,51,80,59,70,68,69,81,63,68,73,69,71,65,80,70,80,38,73,67,52,35,25,6,15,14,15,15,3
1053,4500000,77,77,38,37,53,72,73,75,48,71,72,71,74,67,89,77,57,84,87,87,78,56,71,70,63,65,61,73,68,7,6,16,6,14,1
1054,1500000,80,85,25,26,27,58,73,74,32,74,61,75,72,69,81,69,60,76,73,84,65,49,81,74,71,75,58,73,59,8,7,10,16,13,1
1055,25000000,74,64,79,83,77,88,72,45,67,45,49,77,66,60,79,83,77,72,78,74,84,72,78,36,79,77,53,59,51,8,12,13,9,11,1
1056,5000000,72,67,66,69,72,76,76,82,73,74,74,77,78,76,65,91,75,67,66,63,71,70,75,74,71,74,75,79,62,7,9,16,10,7,1
1057,6500000,75,75,15,20,25,73,71,78,21,62,71,50,71,29,73,79,93,48,78,58,76,80,81,74,69,58,48,68,67,5,7,7,7,8,1
1058,4500000,78,76,15,20,29,43,70,75,48,70,68,79,75,72,85,62,64,70,90,80,62,69,79,75,74,64,55,69,69,14,16,10,15,11,1
1059,25000000,29,25,18,11,14,33,77,14,26,52,58,15,43,44,52,42,58,54,53,53,71,14,25,14,14,19,15,22,13,70,77,80,75,76,2
1060,4000000,54,30,77,73,80,83,73,37,74,46,57,44,56,49,53,65,88,33,52,34,50,85,47,34,32,32,38,35,22,15,11,8,12,8,3
1061,25000000,80,79,48,48,51,58,70,69,49,75,65,77,78,74,79,69,63,87,78,78,78,52,84,68,80,79,75,69,69,6,10,8,12,10,1
1062,25000000,78,77,33,34,38,58,74,69,55,82,78,85,78,75,68,69,56,72,69,69,63,57,79,73,80,81,80,70,72,11,10,9,14,8,1
1063,4000000,78,82,33,48,45,69,67,74,35,66,67,64,74,65,92,84,56,95,88,86,70,32,75,75,74,58,42,70,52,8,12,11,14,16,1
1064,25000000,81,80,69,80,74,80,78,59,76,58,59,83,69,77,76,79,69,58,77,69,75,68,81,58,59,84,68,82,45,9,7,9,8,13,1
1065,3500000,80,74,58,60,66,64,72,62,70,80,73,76,84,84,68,68,64,78,66,74,54,48,74,58,74,78,78,72,70,12,11,9,7,11,4
1066,2250000,80,82,59,55,65,70,70,70,62,79,73,74,78,72,69,81,70,77,76,83,63,66,73,73,70,74,72,70,72,16,14,14,7,11,1
1067,7000000,79,84,35,33,29,42,69,76,45,71,66,74,67,65,85,79,75,82,79,78,66,69,75,70,68,75,61,71,63,16,9,7,8,16,1
1068,2500000,19,15,12,15,13,27,72,10,20,49,40,14,30,34,29,25,71,30,34,32,51,17,22,12,15,14,13,12,11,77,76,79,73,77,2
1069,4500000,76,75,68,74,72,84,75,73,69,77,77,74,78,76,78,89,69,83,78,86,88,58,76,56,73,74,69,69,77,9,13,11,8,6,1
1070,25000000,61,39,82,72,80,82,76,50,74,55,73,59,55,78,51,64,82,49,68,58,81,76,45,32,32,45,46,46,42,14,12,9,14,14,3
1071,25000000,72,70,76,79,80,92,72,53,78,62,77,64,76,66,66,86,86,71,69,72,75,64,74,47,63,44,42,52,68,9,6,6,12,9,3
1072,5000000,73,71,73,77,77,71,75,66,75,49,70,78,69,66,79,85,79,58,79,72,78,79,74,40,75,64,62,52,60,14,15,11,10,14,1
1073,25000000,75,79,16,21,28,41,77,80,44,69,74,70,76,66,79,85,71,65,84,79,81,76,75,79,74,69,29,71,74,14,12,12,16,9,1
1074,1500000,76,72,76,76,76,72,74,67,70,76,80,77,82,81,52,76,74,61,64,55,72,65,82,57,80,61,71,63,66,15,15,7,12,6,3
1075,10000000,77,73,36,24,27,79,77,77,42,63,74,70,62,49,84,84,79,75,84,74,93,75,76,75,67,54,37,78,70,11,11,13,10,10,1
1076,3000000,75,77,30,36,37,62,76,77,54,75,69,74,75,68,79,68,64,72,86,77,76,75,71,74,62,59,63,61,68,12,9,8,16,13,1
1077,25000000,73,73,78,79,80,76,77,69,76,44,71,74,70,63,77,83,64,76,78,76,75,62,69,56,66,63,38,49,50,11,13,11,14,11,3
1078,25000000,80,80,34,32,44,55,68,67,43,80,53,88,84,80,62,66,59,72,64,63,32,36,78,72,79,87,79,71,68,15,11,12,10,16,4
1079,1800000,20,16,11,19,18,39,71,13,20,40,60,14,23,23,45,38,70,40,45,40,70,10,25,11,10,13,16,23,11,79,77,76,64,78,2
1080,4000000,76,76,39,39,57,67,70,77,50,73,78,69,76,65,91,75,70,70,89,83,68,71,76,76,70,70,54,60,56,11,14,11,8,12,1
1081,4000000,78,72,68,75,76,72,78,64,78,80,58,64,81,77,68,55,59,70,68,72,72,59,76,47,69,66,67,69,55,8,7,10,12,12,3
1082,1500000,63,59,76,75,77,83,82,43,80,56,83,65,75,79,52,52,77,61,41,45,67,79,77,51,69,70,78,69,49,14,14,14,15,13,3
